代码,name,ts_code,exchange,最新价,cats,命中数
002444,巨星科技,002444.SZ,SZSE,35.28,"['大模型', '智能驾驶', '机器人']",3
002587,奥拓电子,002587.SZ,SZSE,7.24,"['AIGC', '大模型', '机器人']",3
002602,世纪华通,002602.SZ,SZSE,15.5,"['AIGC', '大模型', '算力租赁']",3
002611,东方精工,002611.SZ,SZSE,18.77,"['大模型', '智能驾驶', '机器人']",3
002649,博彦科技,002649.SZ,SZSE,10.76,"['AIGC', '大模型', '智能驾驶']",3
002803,吉宏股份,002803.SZ,SZSE,22.19,"['AIGC', '大模型', '数字经济']",3
002829,星网宇达,002829.SZ,SZSE,23.29,"['大模型', '智能驾驶', '机器人']",3
002845,同兴达,002845.SZ,SZSE,14.9,"['大模型', '智能驾驶', '机器人']",3
002862,实丰文化,002862.SZ,SZSE,19.27,"['AIGC', '大模型', '机器人']",3
002869,金溢科技,002869.SZ,SZSE,20.43,"['大模型', '数字经济', '智能驾驶']",3
002878,元隆雅图,002878.SZ,SZSE,19.88,"['AIGC', '大模型', '数字经济']",3
002889,东方嘉盛,002889.SZ,SZSE,13.27,"['大模型', '数字经济', '机器人']",3
003007,直真科技,003007.SZ,SZSE,49.35,"['大模型', '数字经济', '算力租赁']",3
003013,地铁设计,003013.SZ,SZSE,13.69,"['大模型', '数字经济', '智能驾驶']",3
600704,物产中大,600704.SH,SSE,5.18,"['大模型', '数字经济', '机器人']",3
600718,东软集团,600718.SH,SSE,9.26,"['AIGC', '大模型', '智能驾驶']",3
600756,浪潮软件,600756.SH,SSE,17.19,"['AIGC', '大模型', '数字经济']",3
600797,浙大网新,600797.SH,SSE,9.19,"['大模型', '数字经济', '算力租赁']",3
600839,四川长虹,600839.SH,SSE,8.68,"['大模型', '数字经济', '机器人']",3
600880,博瑞传播,600880.SH,SSE,5.31,"['AIGC', '大模型', '数字经济']",3
600959,江苏有线,600959.SH,SSE,4.0,"['AIGC', '大模型', '算力租赁']",3
600986,浙文互联,600986.SH,SSE,10.7,"['AIGC', '大模型', '算力租赁']",3
601609,金田股份,601609.SH,SSE,12.21,"['大模型', '机器人', '算力租赁']",3
603000,人民网,603000.SH,SSE,20.01,"['AIGC', '大模型', '算力租赁']",3
603018,华设集团,603018.SH,SSE,7.58,"['AIGC', '大模型', '智能驾驶']",3
603019,中科曙光,603019.SH,SSE,99.38,"['大模型', '数字经济', '算力租赁']",3
603123,翠微股份,603123.SH,SSE,11.84,"['大模型', '数字经济', '智能驾驶']",3
603322,超讯通信,603322.SH,SSE,35.66,"['AIGC', '大模型', '算力租赁']",3
603602,纵横通信,603602.SH,SSE,13.59,"['AIGC', '数字经济', '算力租赁']",3
603611,诺力股份,603611.SH,SSE,19.77,"['大模型', '智能驾驶', '机器人']",3
603613,国联股份,603613.SH,SSE,27.72,"['大模型', '数字经济', '算力租赁']",3
603633,徕木股份,603633.SH,SSE,8.29,"['大模型', '智能驾驶', '机器人']",3
603636,南威软件,603636.SH,SSE,11.15,"['大模型', '数字经济', '算力租赁']",3
603686,福龙马,603686.SH,SSE,19.43,"['大模型', '智能驾驶', '机器人']",3
603956,威派格,603956.SH,SSE,5.93,"['大模型', '数字经济', '机器人']",3
605111,新洁能,605111.SH,SSE,48.91,"['智能驾驶', '机器人', '算力租赁']",3
605168,三人行,605168.SH,SSE,54.65,"['AIGC', '大模型', '数字经济']",3
000035,中国天楹,000035.SZ,SZSE,6.43,"['大模型', '机器人']",2
000063,中兴通讯,000063.SZ,SZSE,38.83,"['大模型', '算力租赁']",2
000090,天健集团,000090.SZ,SZSE,3.61,"['大模型', '机器人']",2
000425,徐工机械,000425.SZ,SZSE,10.65,"['大模型', '机器人']",2
000551,创元科技,000551.SZ,SZSE,17.12,"['智能驾驶', '机器人']",2
000681,视觉中国,000681.SZ,SZSE,22.29,"['AIGC', '大模型']",2
000723,美锦能源,000723.SZ,SZSE,4.14,"['智能驾驶', '机器人']",2
000810,创维数字,000810.SZ,SZSE,12.75,"['AIGC', '大模型']",2
000818,航锦科技,000818.SZ,SZSE,17.66,"['大模型', '算力租赁']",2
000826,启迪环境,000826.SZ,SZSE,2.08,"['大模型', '智能驾驶']",2
000892,欢瑞世纪,000892.SZ,SZSE,4.54,"['AIGC', '大模型']",2
000988,华工科技,000988.SZ,SZSE,146.14,"['CPO', '机器人']",2
001266,宏英智能,001266.SZ,SZSE,45.01,"['智能驾驶', '机器人']",2
002015,协鑫能科,002015.SZ,SZSE,21.18,"['大模型', '算力租赁']",2
002031,巨轮智能,002031.SZ,SZSE,7.16,"['大模型', '机器人']",2
002036,联创电子,002036.SZ,SZSE,8.59,"['智能驾驶', '机器人']",2
002049,紫光国微,002049.SZ,SZSE,80.43,"['大模型', '算力租赁']",2
002093,国脉科技,002093.SZ,SZSE,8.63,"['大模型', '数字经济']",2
002111,威海广泰,002111.SZ,SZSE,11.38,"['智能驾驶', '机器人']",2
002117,东港股份,002117.SZ,SZSE,10.29,"['机器人', '算力租赁']",2
002123,梦网科技,002123.SZ,SZSE,9.8,"['大模型', '数字经济']",2
002126,银轮股份,002126.SZ,SZSE,50.78,"['智能驾驶', '机器人']",2
002131,利欧股份,002131.SZ,SZSE,6.79,"['AIGC', '大模型']",2
002148,北纬科技,002148.SZ,SZSE,8.2,"['数字经济', '机器人']",2
002162,悦心健康,002162.SZ,SZSE,4.43,"['大模型', '机器人']",2
002179,中航光电,002179.SZ,SZSE,41.49,"['CPO', '机器人']",2
002185,华天科技,002185.SZ,SZSE,14.62,"['CPO', '大模型']",2
002204,大连重工,002204.SZ,SZSE,6.57,"['智能驾驶', '机器人']",2
002226,江南化工,002226.SZ,SZSE,5.48,"['大模型', '机器人']",2
002249,大洋电机,002249.SZ,SZSE,9.67,"['AIGC', '机器人']",2
002261,拓维信息,002261.SZ,SZSE,34.18,"['大模型', '机器人']",2
002268,电科网安,002268.SZ,SZSE,16.16,"['大模型', '数字经济']",2
002273,水晶光电,002273.SZ,SZSE,38.3,"['智能驾驶', '机器人']",2
002315,焦点科技,002315.SZ,SZSE,31.8,"['AIGC', '大模型']",2
002316,亚联发展,002316.SZ,SZSE,5.7,"['大模型', '数字经济']",2
002376,新北洋,002376.SZ,SZSE,7.33,"['大模型', '机器人']",2
002380,科远智慧,002380.SZ,SZSE,35.6,"['大模型', '机器人']",2
002383,合众思壮,002383.SZ,SZSE,9.65,"['数字经济', '智能驾驶']",2
002392,北京利尔,002392.SZ,SZSE,10.16,"['大模型', '算力租赁']",2
002401,中远海科,002401.SZ,SZSE,15.3,"['大模型', '数字经济']",2
002402,和而泰,002402.SZ,SZSE,33.15,"['大模型', '机器人']",2
002405,四维图新,002405.SZ,SZSE,9.47,"['大模型', '智能驾驶']",2
002414,高德红外,002414.SZ,SZSE,14.78,"['大模型', '智能驾驶']",2
002418,康盛股份,002418.SZ,SZSE,6.3,"['智能驾驶', '算力租赁']",2
002421,达实智能,002421.SZ,SZSE,2.98,"['大模型', '数字经济']",2
002441,众业达,002441.SZ,SZSE,10.25,"['数字经济', '机器人']",2
002448,中原内配,002448.SZ,SZSE,15.73,"['智能驾驶', '机器人']",2
002456,欧菲光,002456.SZ,SZSE,8.85,"['智能驾驶', '机器人']",2
002474,榕基软件,002474.SZ,SZSE,8.16,"['大模型', '数字经济']",2
002475,立讯精密,002475.SZ,SZSE,77.86,"['CPO', '机器人']",2
002519,银河电子,002519.SZ,SZSE,8.56,"['智能驾驶', '机器人']",2
002526,山东矿机,002526.SZ,SZSE,3.38,"['大模型', '机器人']",2
002553,南方精工,002553.SZ,SZSE,22.6,"['大模型', '机器人']",2
002558,巨人网络,002558.SZ,SZSE,32.08,"['AIGC', '大模型']",2
002583,海能达,002583.SZ,SZSE,10.07,"['大模型', '数字经济']",2
002594,比亚迪,002594.SZ,SZSE,99.54,"['智能驾驶', '机器人']",2
002599,盛通股份,002599.SZ,SZSE,7.09,"['大模型', '机器人']",2
002600,领益智造,002600.SZ,SZSE,15.05,"['大模型', '机器人']",2
002607,中公教育,002607.SZ,SZSE,2.71,"['AIGC', '大模型']",2
002625,光启技术,002625.SZ,SZSE,42.85,"['大模型', '机器人']",2
002642,荣联科技,002642.SZ,SZSE,8.91,"['大模型', '数字经济']",2
002682,龙洲股份,002682.SZ,SZSE,6.13,"['大模型', '机器人']",2
002698,博实股份,002698.SZ,SZSE,14.79,"['大模型', '机器人']",2
002708,光洋股份,002708.SZ,SZSE,15.28,"['智能驾驶', '机器人']",2
002722,物产金轮,002722.SZ,SZSE,15.66,"['AIGC', '大模型']",2
002730,电光科技,002730.SZ,SZSE,32.93,"['大模型', '算力租赁']",2
002747,埃斯顿,002747.SZ,SZSE,24.48,"['大模型', '机器人']",2
002757,南兴股份,002757.SZ,SZSE,31.31,"['大模型', '算力租赁']",2
002766,索菱股份,002766.SZ,SZSE,4.87,"['大模型', '智能驾驶']",2
002771,真视通,002771.SZ,SZSE,14.98,"['大模型', '算力租赁']",2
002811,郑中设计,002811.SZ,SZSE,13.65,"['AIGC', '大模型']",2
002841,视源股份,002841.SZ,SZSE,39.38,"['大模型', '机器人']",2
002870,香山股份,002870.SZ,SZSE,44.3,"['大模型', '机器人']",2
002892,科力尔,002892.SZ,SZSE,10.73,"['大模型', '机器人']",2
002902,铭普光磁,002902.SZ,SZSE,38.02,"['CPO', '算力租赁']",2
002906,华阳集团,002906.SZ,SZSE,31.74,"['智能驾驶', '机器人']",2
002908,德生科技,002908.SZ,SZSE,8.58,"['大模型', '数字经济']",2
002912,中新赛克,002912.SZ,SZSE,24.99,"['大模型', '算力租赁']",2
002917,金奥博,002917.SZ,SZSE,13.44,"['大模型', '机器人']",2
002920,德赛西威,002920.SZ,SZSE,104.8,"['智能驾驶', '机器人']",2
002925,盈趣科技,002925.SZ,SZSE,20.48,"['大模型', '机器人']",2
002929,润建股份,002929.SZ,SZSE,77.68,"['大模型', '算力租赁']",2
002965,祥鑫科技,002965.SZ,SZSE,35.8,"['智能驾驶', '机器人']",2
002970,锐明技术,002970.SZ,SZSE,75.08,"['大模型', '智能驾驶']",2
002975,博杰股份,002975.SZ,SZSE,108.08,"['大模型', '机器人']",2
002979,雷赛智能,002979.SZ,SZSE,53.44,"['大模型', '机器人']",2
002987,京北方,002987.SZ,SZSE,15.39,"['大模型', '数字经济']",2
002990,盛视科技,002990.SZ,SZSE,59.16,"['大模型', '机器人']",2
003029,吉大正元,003029.SZ,SZSE,21.74,"['数字经济', '智能驾驶']",2
600006,东风股份,600006.SH,SSE,6.77,"['大模型', '智能驾驶']",2
600022,山东钢铁,600022.SH,SSE,1.45,"['大模型', '机器人']",2
600060,海信视像,600060.SH,SSE,25.23,"['大模型', '机器人']",2
600131,国网信通,600131.SH,SSE,18.15,"['大模型', '算力租赁']",2
600170,上海建工,600170.SH,SSE,2.71,"['大模型', '机器人']",2
600186,莲花控股,600186.SH,SSE,9.9,"['大模型', '算力租赁']",2
600229,城市传媒,600229.SH,SSE,6.17,"['AIGC', '大模型']",2
600268,国电南自,600268.SH,SSE,16.31,"['大模型', '机器人']",2
600271,航天信息,600271.SH,SSE,8.64,"['大模型', '数字经济']",2
600282,南钢股份,600282.SH,SSE,5.33,"['大模型', '机器人']",2
600388,龙净环保,600388.SH,SSE,19.59,"['智能驾驶', '机器人']",2
600410,华胜天成,600410.SH,SSE,22.4,"['大模型', '算力租赁']",2
600446,金证股份,600446.SH,SSE,14.07,"['大模型', '数字经济']",2
600487,亨通光电,600487.SH,SSE,76.94,"['CPO', '机器人']",2
600498,烽火通信,600498.SH,SSE,58.86,"['CPO', '算力租赁']",2
600556,天下秀,600556.SH,SSE,6.15,"['AIGC', '大模型']",2
600582,天地科技,600582.SH,SSE,5.63,"['大模型', '机器人']",2
600588,用友网络,600588.SH,SSE,12.09,"['大模型', '数字经济']",2
600658,电子城,600658.SH,SSE,5.23,"['大模型', '数字经济']",2
600666,奥瑞德,600666.SH,SSE,5.57,"['大模型', '算力租赁']",2
600678,四川金顶,600678.SH,SSE,8.04,"['智能驾驶', '机器人']",2
600699,均胜电子,600699.SH,SSE,28.38,"['智能驾驶', '机器人']",2
600728,佳都科技,600728.SH,SSE,5.58,"['大模型', '数字经济']",2
600734,实达集团,600734.SH,SSE,2.34,"['大模型', '算力租赁']",2
600805,悦达投资,600805.SH,SSE,5.17,"['智能驾驶', '机器人']",2
600850,电科数字,600850.SH,SSE,19.83,"['大模型', '机器人']",2
600894,广日股份,600894.SH,SSE,9.13,"['大模型', '机器人']",2
600967,内蒙一机,600967.SH,SSE,14.2,"['大模型', '机器人']",2
600998,九州通,600998.SH,SSE,5.06,"['大模型', '机器人']",2
601127,赛力斯,601127.SH,SSE,87.25,"['大模型', '智能驾驶']",2
601238,广汽集团,601238.SH,SSE,6.84,"['智能驾驶', '机器人']",2
601633,长城汽车,601633.SH,SSE,19.72,"['大模型', '智能驾驶']",2
601689,拓普集团,601689.SH,SSE,66.88,"['智能驾驶', '机器人']",2
601728,中国电信,601728.SH,SSE,6.18,"['大模型', '算力租赁']",2
603015,弘讯科技,603015.SH,SSE,12.52,"['大模型', '机器人']",2
603025,大豪科技,603025.SH,SSE,17.1,"['大模型', '机器人']",2
603030,全筑股份,603030.SH,SSE,2.96,"['大模型', '机器人']",2
603066,音飞储存,603066.SH,SSE,11.86,"['大模型', '机器人']",2
603106,恒银科技,603106.SH,SSE,9.14,"['大模型', '数字经济']",2
603189,网达软件,603189.SH,SSE,13.55,"['AIGC', '大模型']",2
603203,快克智能,603203.SH,SSE,49.64,"['大模型', '机器人']",2
603209,兴通股份,603209.SH,SSE,14.63,"['大模型', '数字经济']",2
603211,晋拓股份,603211.SH,SSE,30.89,"['智能驾驶', '机器人']",2
603220,中贝通信,603220.SH,SSE,30.21,"['CPO', '算力租赁']",2
603228,景旺电子,603228.SH,SSE,75.71,"['CPO', '智能驾驶']",2
603236,移远通信,603236.SH,SSE,74.48,"['智能驾驶', '机器人']",2
603280,南方路机,603280.SH,SSE,33.74,"['大模型', '机器人']",2
603286,日盈电子,603286.SH,SSE,67.2,"['智能驾驶', '机器人']",2
603300,海南华铁,603300.SH,SSE,6.66,"['数字经济', '算力租赁']",2
603319,美湖股份,603319.SH,SSE,36.8,"['智能驾驶', '机器人']",2
603337,杰克科技,603337.SH,SSE,40.9,"['大模型', '机器人']",2
603383,顶点软件,603383.SH,SSE,33.22,"['大模型', '数字经济']",2
603459,C红板,603459.SH,SSE,98.08,"['CPO', '智能驾驶']",2
603486,科沃斯,603486.SH,SSE,64.65,"['大模型', '机器人']",2
603496,恒为科技,603496.SH,SSE,31.19,"['机器人', '算力租赁']",2
603528,多伦科技,603528.SH,SSE,8.25,"['大模型', '智能驾驶']",2
603596,伯特利,603596.SH,SSE,32.55,"['智能驾驶', '机器人']",2
603629,利通电子,603629.SH,SSE,159.98,"['大模型', '算力租赁']",2
603656,泰禾智能,603656.SH,SSE,19.85,"['大模型', '机器人']",2
603662,柯力传感,603662.SH,SSE,61.42,"['大模型', '机器人']",2
603666,亿嘉和,603666.SH,SSE,30.62,"['大模型', '机器人']",2
603679,华体科技,603679.SH,SSE,16.13,"['大模型', '算力租赁']",2
603687,大胜达,603687.SH,SSE,16.83,"['AIGC', '大模型']",2
603728,鸣志电器,603728.SH,SSE,63.81,"['智能驾驶', '机器人']",2
603738,泰晶科技,603738.SH,SSE,52.78,"['CPO', '机器人']",2
603776,永安行,603776.SH,SSE,21.95,"['智能驾驶', '机器人']",2
603803,瑞斯康达,603803.SH,SSE,17.0,"['CPO', '算力租赁']",2
603859,能科科技,603859.SH,SSE,41.1,"['大模型', '数字经济']",2
603887,城地香江,603887.SH,SSE,14.37,"['数字经济', '算力租赁']",2
603888,新华网,603888.SH,SSE,20.73,"['AIGC', '大模型']",2
603893,瑞芯微,603893.SH,SSE,182.14,"['大模型', '机器人']",2
603895,天永智能,603895.SH,SSE,36.5,"['大模型', '机器人']",2
603960,克来机电,603960.SH,SSE,23.12,"['智能驾驶', '机器人']",2
603990,麦迪科技,603990.SH,SSE,16.09,"['大模型', '机器人']",2
605056,咸亨国际,605056.SH,SSE,24.95,"['大模型', '机器人']",2
605228,神通科技,605228.SH,SSE,14.95,"['智能驾驶', '机器人']",2
605555,德昌股份,605555.SH,SSE,16.23,"['智能驾驶', '机器人']",2
000032,深桑达Ａ,000032.SZ,SZSE,18.99,['算力租赁'],1
000048,京基智农,000048.SZ,SZSE,15.03,['机器人'],1
000066,中国长城,000066.SZ,SZSE,25.74,['数字经济'],1
000070,特发信息,000070.SZ,SZSE,21.39,['大模型'],1
000156,华数传媒,000156.SZ,SZSE,7.53,['数字经济'],1
000158,常山北明,000158.SZ,SZSE,17.55,['大模型'],1
000333,美的集团,000333.SZ,SZSE,80.38,['机器人'],1
000338,潍柴动力,000338.SZ,SZSE,32.97,['智能驾驶'],1
000409,云鼎科技,000409.SZ,SZSE,10.1,['大模型'],1
000410,沈阳机床,000410.SZ,SZSE,6.13,['大模型'],1
000411,英特集团,000411.SZ,SZSE,11.32,['数字经济'],1
000521,长虹美菱,000521.SZ,SZSE,5.76,['大模型'],1
000524,岭南控股,000524.SZ,SZSE,9.86,['大模型'],1
000526,学大教育,000526.SZ,SZSE,35.07,['大模型'],1
000528,柳工,000528.SZ,SZSE,9.79,['机器人'],1
000550,江铃汽车,000550.SZ,SZSE,19.06,['智能驾驶'],1
000559,万向钱潮,000559.SZ,SZSE,17.6,['机器人'],1
000572,海马汽车,000572.SZ,SZSE,5.4,['智能驾驶'],1
000581,威孚高科,000581.SZ,SZSE,20.19,['机器人'],1
000591,太阳能,000591.SZ,SZSE,5.85,['机器人'],1
000599,青岛双星,000599.SZ,SZSE,5.86,['机器人'],1
000636,风华高科,000636.SZ,SZSE,29.32,['机器人'],1
000651,格力电器,000651.SZ,SZSE,40.4,['机器人'],1
000661,长春高新,000661.SZ,SZSE,88.33,['大模型'],1
000665,湖北广电,000665.SZ,SZSE,4.86,['算力租赁'],1
000676,智度股份,000676.SZ,SZSE,7.44,['大模型'],1
000700,模塑科技,000700.SZ,SZSE,13.94,['机器人'],1
000710,贝瑞基因,000710.SZ,SZSE,10.81,['大模型'],1
000725,京东方Ａ,000725.SZ,SZSE,4.21,['大模型'],1
000727,冠捷科技,000727.SZ,SZSE,2.92,['大模型'],1
000753,漳州发展,000753.SZ,SZSE,6.75,['数字经济'],1
000785,居然智家,000785.SZ,SZSE,2.58,['大模型'],1
000795,英洛华,000795.SZ,SZSE,9.57,['机器人'],1
000800,一汽解放,000800.SZ,SZSE,6.59,['智能驾驶'],1
000801,四川九洲,000801.SZ,SZSE,14.0,['大模型'],1
000837,秦川机床,000837.SZ,SZSE,12.18,['机器人'],1
000839,国安股份,000839.SZ,SZSE,3.38,['大模型'],1
000856,冀东装备,000856.SZ,SZSE,10.39,['机器人'],1
000863,三湘印象,000863.SZ,SZSE,5.54,['数字经济'],1
000868,安凯客车,000868.SZ,SZSE,4.36,['智能驾驶'],1
000886,海南高速,000886.SZ,SZSE,5.4,['算力租赁'],1
000887,中鼎股份,000887.SZ,SZSE,18.11,['机器人'],1
000901,航天科技,000901.SZ,SZSE,23.84,['智能驾驶'],1
000936,华西股份,000936.SZ,SZSE,7.71,['大模型'],1
000948,南天信息,000948.SZ,SZSE,15.17,['数字经济'],1
000951,中国重汽,000951.SZ,SZSE,23.1,['智能驾驶'],1
000957,中通客车,000957.SZ,SZSE,11.88,['智能驾驶'],1
000959,首钢股份,000959.SZ,SZSE,4.42,['机器人'],1
000963,华东医药,000963.SZ,SZSE,33.43,['大模型'],1
000970,中科三环,000970.SZ,SZSE,12.51,['机器人'],1
000980,众泰汽车,000980.SZ,SZSE,2.78,['智能驾驶'],1
000981,山子高科,000981.SZ,SZSE,4.22,['智能驾驶'],1
000997,新大陆,000997.SZ,SZSE,22.09,['数字经济'],1
001208,华菱线缆,001208.SZ,SZSE,20.52,['机器人'],1
001209,洪兴股份,001209.SZ,SZSE,22.43,['数字经济'],1
001223,欧克科技,001223.SZ,SZSE,58.78,['机器人'],1
001229,魅视科技,001229.SZ,SZSE,37.28,['大模型'],1
001267,汇绿生态,001267.SZ,SZSE,64.49,['CPO'],1
001268,联合精密,001268.SZ,SZSE,41.29,['机器人'],1
001283,豪鹏科技,001283.SZ,SZSE,75.03,['机器人'],1
001285,瑞立科密,001285.SZ,SZSE,53.64,['智能驾驶'],1
001287,中电港,001287.SZ,SZSE,29.56,['大模型'],1
001288,运机集团,001288.SZ,SZSE,28.29,['机器人'],1
001298,好上好,001298.SZ,SZSE,23.15,['机器人'],1
001306,夏厦精密,001306.SZ,SZSE,71.75,['机器人'],1
001308,康冠科技,001308.SZ,SZSE,20.8,['大模型'],1
001314,亿道信息,001314.SZ,SZSE,57.0,['大模型'],1
001319,铭科精技,001319.SZ,SZSE,24.39,['机器人'],1
001324,长青科技,001324.SZ,SZSE,20.89,['机器人'],1
001330,博纳影业,001330.SZ,SZSE,9.11,['AIGC'],1
001368,通达创智,001368.SZ,SZSE,29.78,['大模型'],1
001380,华纬科技,001380.SZ,SZSE,19.25,['机器人'],1
001389,广合科技,001389.SZ,SZSE,188.32,['大模型'],1
001696,宗申动力,001696.SZ,SZSE,17.21,['机器人'],1
002006,精工科技,002006.SZ,SZSE,18.09,['机器人'],1
002008,大族激光,002008.SZ,SZSE,130.11,['机器人'],1
002009,天奇股份,002009.SZ,SZSE,26.74,['机器人'],1
002010,传化智联,002010.SZ,SZSE,5.58,['机器人'],1
002025,航天电器,002025.SZ,SZSE,74.65,['CPO'],1
002026,山东威达,002026.SZ,SZSE,13.24,['机器人'],1
002035,华帝股份,002035.SZ,SZSE,5.86,['机器人'],1
002042,华孚时尚,002042.SZ,SZSE,4.95,['算力租赁'],1
002046,国机精工,002046.SZ,SZSE,56.67,['机器人'],1
002048,宁波华翔,002048.SZ,SZSE,29.46,['机器人'],1
002050,三花智控,002050.SZ,SZSE,51.0,['机器人'],1
002051,中工国际,002051.SZ,SZSE,11.27,['算力租赁'],1
002057,中钢天源,002057.SZ,SZSE,9.65,['机器人'],1
002062,宏润建设,002062.SZ,SZSE,9.98,['机器人'],1
002063,远光软件,002063.SZ,SZSE,6.54,['大模型'],1
002067,景兴纸业,002067.SZ,SZSE,4.89,['数字经济'],1
002079,苏州固锝,002079.SZ,SZSE,12.77,['机器人'],1
002104,恒宝股份,002104.SZ,SZSE,14.55,['数字经济'],1
002115,三维通信,002115.SZ,SZSE,15.52,['大模型'],1
002137,实益达,002137.SZ,SZSE,8.62,['数字经济'],1
002150,正泰电源,002150.SZ,SZSE,29.29,['数字经济'],1
002151,北斗星通,002151.SZ,SZSE,43.12,['智能驾驶'],1
002152,广电运通,002152.SZ,SZSE,11.98,['大模型'],1
002156,通富微电,002156.SZ,SZSE,59.9,['CPO'],1
002161,远望谷,002161.SZ,SZSE,7.06,['数字经济'],1
002164,宁波东力,002164.SZ,SZSE,13.62,['机器人'],1
002171,楚江新材,002171.SZ,SZSE,11.91,['机器人'],1
002172,澳洋健康,002172.SZ,SZSE,3.8,['大模型'],1
002173,创新医疗,002173.SZ,SZSE,23.75,['大模型'],1
002176,江特电机,002176.SZ,SZSE,14.77,['机器人'],1
002178,延华智能,002178.SZ,SZSE,5.74,['机器人'],1
002180,纳思达,002180.SZ,SZSE,19.09,['机器人'],1
002181,粤传媒,002181.SZ,SZSE,18.95,['AIGC'],1
002182,宝武镁业,002182.SZ,SZSE,16.39,['机器人'],1
002183,怡亚通,002183.SZ,SZSE,7.04,['算力租赁'],1
002184,海得控制,002184.SZ,SZSE,12.22,['大模型'],1
002189,中光学,002189.SZ,SZSE,23.94,['智能驾驶'],1
002196,方正电机,002196.SZ,SZSE,14.56,['机器人'],1
002209,达意隆,002209.SZ,SZSE,14.3,['机器人'],1
002217,合力泰,002217.SZ,SZSE,3.49,['算力租赁'],1
002219,新里程,002219.SZ,SZSE,2.35,['大模型'],1
002222,福晶科技,002222.SZ,SZSE,105.83,['智能驾驶'],1
002224,三力士,002224.SZ,SZSE,4.27,['机器人'],1
002232,启明信息,002232.SZ,SZSE,18.05,['智能驾驶'],1
002235,安妮股份,002235.SZ,SZSE,12.07,['数字经济'],1
002238,天威视讯,002238.SZ,SZSE,7.33,['大模型'],1
002243,力合科创,002243.SZ,SZSE,8.57,['数字经济'],1
002245,蔚蓝锂芯,002245.SZ,SZSE,22.88,['机器人'],1
002264,新华都,002264.SZ,SZSE,8.57,['大模型'],1
002272,川润股份,002272.SZ,SZSE,19.42,['机器人'],1
002276,万马股份,002276.SZ,SZSE,13.82,['机器人'],1
002277,友阿股份,002277.SZ,SZSE,6.25,['机器人'],1
002278,神开股份,002278.SZ,SZSE,10.9,['大模型'],1
002281,光迅科技,002281.SZ,SZSE,198.71,['CPO'],1
002283,天润工业,002283.SZ,SZSE,10.91,['机器人'],1
002284,亚太股份,002284.SZ,SZSE,13.01,['智能驾驶'],1
002290,禾盛新材,002290.SZ,SZSE,92.5,['大模型'],1
002292,奥飞娱乐,002292.SZ,SZSE,8.11,['大模型'],1
002296,辉煌科技,002296.SZ,SZSE,12.02,['大模型'],1
002301,齐心集团,002301.SZ,SZSE,7.37,['大模型'],1
